Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.000912089426587583,0.0508484956657282,3.91930361746801E-16,0,0,0,2.01423075446435,0.00162095123596757,3.16191868202788E-06,3.08635636595603E-18,0.00165670509133979,-5.29878797886984E-20,0.00166196281192181,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/base_link.STL",0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/base_link.STL",,"BASE MOUNT, ROBOTIC ARM 2024-1;M4230-1",Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Rot_base,0.0410047539276393,0.0173048633261333,-0.00379587456015352,0,0,0,0.266350669323808,0.000450831124849188,-9.49660798657449E-05,2.08311953814869E-05,0.000437884738411932,-1.03268486491131E-05,0.000393065439217813,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/Rot_base.STL",0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/Rot_base.STL",,"J1 MOUNT, ROBOTIC ARM 2024-1;SHOULDER MOTOR ADAPTER, ROBOTICS ARM 2026-1",RotatingBase,RotatingBase_axis,Rot_Base,revolute,0,0,0.007,1.5708,-1.5708,0,base_link,0,0,0,0,0,0,0,,,,,,,,
link_1,-0.00963120390908834,-8.04609132619427E-09,-0.160297472582219,0,0,0,1.17664105126444,0.0096970538423333,-6.47381347747972E-11,1.19273145527235E-08,0.00938667411029963,2.19883831648442E-09,0.000665771761767255,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/link_1.STL",0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/link_1.STL",,AK60-39 V3.0 KV80-1;New Arm V10-2;AK60-39 V3.0 KV80-2,Joint1,Joint1_axis,link1,revolute,0.0705,0.066421,-0.014571,1.5708,-0.21595,-1.5708,Rot_base,0,0,0,0,0,0,0,,,,,,,,
link_2,0.0440605492670829,0.000447759552270756,-0.0211514340640124,0,0,0,1.19092211150625,0.000576305054119571,-1.03848516030153E-05,4.74867876785011E-05,0.00054125812954335,1.61018288279126E-06,0.000582168162384795,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/link_2.STL",0.909803921568627,0.443137254901961,0.0313725490196078,1,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/link_2.STL",,"WRIST ROLL MOTOR MOUNT, ROBOTIC ARM 2024-1;M4210-2",Joint2,Joint2_axis,link2,revolute,0.007,0,-0.3206,0,0,0,link_1,0,0,0,0,0,0,0,,,,,,,,
Link_3,-0.207236849076382,-0.0307266470363196,-0.0485642422686654,0,0,0,1.17148580234296,0.00038109399371801,-2.30916267860668E-05,-2.19619017838529E-05,0.000511536223999207,4.86627127602619E-06,0.000518019121252321,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/Link_3.STL",0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/Link_3.STL",,"FOREARM MOUNT, ROBOTIC ARM 2024-1;J5 MOUNT, ROBOTIC ARM 2024-1;CARBON FIBER TUBE, ROBOTIC ARM 2024-2;M4210-1",Joint3,Joint3_axis,Link3,revolute,0.045,-0.00026286,-0.054499,2.9256,-1.566,1.5708,link_2,0,0,0,0,0,0,0,,,,,,,,
Link_4,-0.0331027805567119,-0.0084491238454061,0.000358215250377603,0,0,0,1.07420417469454,0.000370038411474129,-1.30681604361726E-05,7.54293526547091E-06,0.00040250866371949,6.86484393222107E-07,0.000382733996464899,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/Link_4.STL",0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/Link_4.STL",,"M4210-3;J6 MOUNT, ROBOTIC ARM 2024-1",Joint4,Join4_axis,Link4,revolute,-0.221,-0.017793,-0.027793,-1.5708,1.0013,-1.5708,Link_3,0,0,0,0,0,0,0,,,,,,,,
Link_5,-0.0922610708246211,0.000157474196861629,-5.12065819328177E-05,0,0,0,0.564191778913126,0.00020367288080541,5.00199268323845E-06,1.64412556928948E-08,0.000410307679525273,-3.6650458101903E-08,0.00036920922712019,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/Link_5.STL",0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,"package://ASY, ROBOTIC ARM, 2026, URDF, V3/meshes/Link_5.STL",,"ASY, GRIPPER, ROBOTIC ARM, 2024-1/GRIPPER BODY-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/R1 LINK, GRIPPER-4;ASY, GRIPPER, ROBOTIC ARM, 2024-1/SLIDER LINK, GRIPPER-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/R2 LINK, GRIPPER-4;ASY, GRIPPER, ROBOTIC ARM, 2024-1/R2 LINK, GRIPPER-3;ASY, GRIPPER, ROBOTIC ARM, 2024-1/FINGER LINK, GRIPPER-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/SMALL FINGER, RIGHT, GRIPPER-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/RUBBER PAD, GRIPPER-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/RUBBER PAD, GRIPPER-3;ASY, GRIPPER, ROBOTIC ARM, 2024-1/SMALL FINGER, LEFT, GRIPPER-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/R2 LINK, GRIPPER-6;ASY, GRIPPER, ROBOTIC ARM, 2024-1/R1 LINK, GRIPPER-7;ASY, GRIPPER, ROBOTIC ARM, 2024-1/R2 LINK, GRIPPER-5;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A135_Alloy Steel Socket Head Screw-2;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A079_Alloy Steel Socket Head Screw-2;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A123_Alloy Steel Socket Head Screw-11;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A120_Alloy Steel Socket Head Screw-8;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A079_Alloy Steel Socket Head Screw-6;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A079_Alloy Steel Socket Head Screw-5;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A079_Alloy Steel Socket Head Screw-4;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A135_Alloy Steel Socket Head Screw-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A123_Alloy Steel Socket Head Screw-8;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A079_Alloy Steel Socket Head Screw-3;GRIPPER MOUNT, ROBOTIC ARM 2024-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/ASY, LINEAR ACTUATOR-1/HOUSING, LINEAR ACTUATOR, GRIPPER-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A120_Alloy Steel Socket Head Screw-2;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A120_Alloy Steel Socket Head Screw-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A136_Alloy Steel Socket Head Screw-6;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A125_Black-Oxide Alloy Steel Socket Head Screw M3 x 25-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A136_Alloy Steel Socket Head Screw-7;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A125_Black-Oxide Alloy Steel Socket Head Screw M3 x 25-4;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A120_Alloy Steel Socket Head Screw-4;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A079_Alloy Steel Socket Head Screw-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A123_Alloy Steel Socket Head Screw-6;ASY, GRIPPER, ROBOTIC ARM, 2024-1/FINGER LINK, GRIPPER-2;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A123_Alloy Steel Socket Head Screw-10;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-30;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-29;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-27;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-25;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-23;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-11;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-14;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-13;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-12;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-15;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-10;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-8;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-2;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-1;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-4;ASY, GRIPPER, ROBOTIC ARM, 2024-1/90592A009_Steel Hex Nut-6;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A120_Alloy Steel Socket Head Screw-6;ASY, GRIPPER, ROBOTIC ARM, 2024-1/91290A120_Alloy Steel Socket Head Screw-7",Joint5,Joint5_axis,Link5,revolute,-0.033,-0.0395,0.00013472,-1.5674,0.0034105,1.5708,Link_4,0,0,0,0,0,0,0,,,,,,,,
